food_code,food_name,food_type,veg_flag,cuisine_region,meal_slots,search_alias,energy_kcal,protein_g,carb_g,fat_g,fibre_g,calcium_mg,iron_mg,magnesium_mg,sodium_mg,potassium_mg,cholesterol_mg,servings_unit,serving_grams,unit_serving_energy_kcal
ASC423,Banana cake (Kele ka cake),dish,veg,Continental,"breakfast, high tea",Kele ka cake,389.51,5.77,40.0,23.31,1.14,23.55,1.14,31.46,117.81,157.61,68.99,slice,66.3,258.3
ASC424,Chocolate chiffon cake,dish,veg,Continental,high tea,,311.71,5.76,37.87,15.8,0.7,42.15,1.07,28.93,188.59,138.72,93.35,slice,72.8,227.06
ASC425,Christmas cake,dish,veg,Continental,high tea,,372.95,5.49,48.29,16.88,1.49,40.98,1.32,30.8,64.84,176.27,97.81,slice,104.2,388.57
ASC426,Strawberry and vanilla cake with butter icing,condiment,veg,Continental,"breakfast, lunch, high tea, dinner",,370.54,3.89,44.25,20.39,0.79,28.17,0.7,9.76,107.27,74.53,101.12,slice,116.5,431.68
ASC427,Eggless cake,dish,veg,Continental,high tea,,318.08,8.12,46.14,11.75,0.68,212.97,0.61,26.53,310.5,273.62,27.68,slice,61.0,193.93
ASC428,Sponge cake ,dish,veg,Continental,high tea,,253.77,9.18,44.63,4.74,0.69,30.22,1.47,13.67,64.61,108.95,182.09,1 katori,150.0,380.66
ASC429,Swiss roll,dish,veg,Continental,high tea,,251.87,7.3,48.34,3.77,0.55,24.11,1.19,10.86,51.9,87.08,144.66,swiss roll,63.3,159.31
ASC430,Pineapple pastry ,dish,veg,Continental,"lunch, dinner",,208.21,6.06,29.04,7.87,0.72,42.97,0.86,11.42,44.3,107.33,115.34,pastry,91.2,189.99
ASC431,Black forest pastry,dish,veg,Continental,"lunch, dinner",,233.55,6.09,34.48,8.46,0.54,44.15,0.92,13.57,53.43,110.97,113.03,pastry,93.2,217.78
ASC432,Coconut finger,dish,veg,South Indian,"lunch, dinner",,274.86,7.09,42.56,8.86,1.87,24.04,1.31,18.1,46.86,141.16,127.97,finger,71.5,196.52
ASC433,Pineapple cake ,dish,veg,Continental,high tea,,195.57,5.01,23.51,9.34,0.76,49.06,0.64,10.71,37.47,108.39,92.79,slice,400.0,782.28
ASC434,Glace icing,condiment,veg,Continental,"breakfast, lunch, high tea, dinner",,323.51,0.01,86.31,0.01,0.0,1.95,0.41,0.12,9.88,10.59,0.0,1 katori,150.0,485.26
ASC436,Royal icing,condiment,veg,Continental,"breakfast, lunch, high tea, dinner",,332.58,1.74,86.53,0.02,0.0,2.87,0.42,1.99,36.5,35.4,0.0,1 katori,150.0,498.87
ASC437,American frosting,dish,veg,Continental,"lunch, dinner",,257.57,1.05,67.48,0.01,0.0,7.05,0.14,2.43,19.33,18.37,0.0,1 katori,150.0,386.36
ASC438,Gum icing,condiment,veg,Continental,"breakfast, lunch, high tea, dinner",,223.07,5.94,53.19,0.0,0.0,18.62,0.4,1.06,29.32,6.07,0.0,1 katori,150.0,334.6
ASC439,Chocolate walnut cookies (Chocolate aur akhrot ke cookies),dish,veg,Pan-Indian,high tea,Chocolate aur akhrot ke cookies,424.8,6.56,47.1,23.62,1.54,36.1,1.37,43.31,280.44,158.23,69.03,cookie,25.9,110.01
ASC440,Chocolate chip cookies,dish,veg,Pan-Indian,high tea,,425.29,5.79,57.98,19.38,1.05,24.76,1.22,23.0,278.29,114.09,75.98,cookie,21.9,93.03
ASC441,Sweet plain biscuit,dish,veg,Pan-Indian,high tea,,380.76,5.86,50.29,17.67,1.07,42.88,0.92,14.91,132.59,90.96,76.89,biscuit,14.3,54.47
ASC442,Chocolate biscuit,dish,veg,Pan-Indian,high tea,,379.76,5.88,51.56,17.09,1.01,41.51,1.14,23.27,127.02,114.98,72.66,biscuit,15.1,57.49
ASC443,Coconut biscuit (Nariyal ke biscuit),dish,veg,South Indian,high tea,Nariyal ke biscuit,434.98,5.78,42.9,27.16,3.64,37.81,1.32,28.42,105.76,202.79,64.98,biscuit,18.8,81.56
ASC444,Sweet and salty biscuit (Meethay aur namkeen biscuit),dish,veg,Pan-Indian,high tea,Meethay aur namkeen biscuit,407.96,6.15,45.09,22.39,1.68,37.24,1.05,18.49,414.7,109.95,55.18,biscuit,10.7,43.74
ASC445,Peanut biscuit,dish,veg,Pan-Indian,high tea,,401.05,8.45,46.72,20.41,2.48,50.58,1.34,42.54,202.26,180.95,61.88,biscuit,17.8,71.3
ASC446,Pin wheel biscuit,dish,veg,Pan-Indian,high tea,,404.6,5.4,54.56,18.66,1.16,42.7,1.13,27.5,131.73,122.74,44.65,biscuit,19.9,80.41
ASC447,Saffron biscuit (Kesar biscuit),dish,veg,Pan-Indian,high tea,Kesar biscuit,458.61,6.05,59.7,22.01,1.9,25.71,1.23,26.36,5.65,120.02,49.64,biscuit,11.0,50.51
ASC448,Masala biscuit,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,393.64,6.06,45.18,20.75,2.14,53.73,1.32,25.48,714.52,136.35,51.29,biscuit,16.2,63.64
ASC449,Ice box cookies,dish,veg,Pan-Indian,high tea,,374.24,5.7,56.09,14.44,1.28,18.5,1.04,15.33,449.14,94.3,70.82,cookie,13.9,51.87
ASC450,Ginger bread man,dish,veg,Pan-Indian,"lunch, dinner",,365.0,6.61,60.26,11.01,1.6,37.92,2.12,31.73,477.99,161.24,75.31,biscuit,29.7,108.45
ASC451,Danish cookies,dish,veg,Pan-Indian,high tea,,475.33,5.33,58.0,24.92,1.37,15.97,0.98,16.24,201.06,84.32,63.58,biscuit,12.6,59.71
ASC452,Short bread cookies,dish,veg,Pan-Indian,high tea,,443.09,6.03,64.82,17.98,1.57,15.92,1.12,18.17,145.0,92.7,45.48,biscuit,17.6,77.82
ASC453,Coffee biscuit,drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,416.57,6.9,46.55,23.0,1.59,48.92,1.27,37.48,112.53,160.49,63.97,biscuit,17.2,71.63
ASC454,Melting moments,dish,veg,Pan-Indian,"lunch, dinner",,437.91,5.71,55.84,21.78,1.88,30.39,1.2,21.49,119.09,112.25,80.33,biscuit,16.6,72.86
ASC455,Ginger biscuit (Adarak ke biscuit),dish,veg,Pan-Indian,high tea,Adarak ke biscuit,417.91,5.98,58.44,18.31,1.49,25.97,2.2,17.59,79.68,106.42,81.73,biscuit,13.5,56.24
ASC456,Soyabean muthias,dish,veg,Pan-Indian,high tea,,839.33,2.46,3.7,90.45,1.47,12.16,0.6,12.03,78.25,100.29,0.0,muthia,134.2,1126.44
ASC457,Soyabean tikki,dish,veg,Pan-Indian,high tea,,698.17,3.53,4.39,74.02,2.2,29.23,1.04,23.87,88.72,218.99,0.0,tikki,165.6,1156.34
ASC458,Soyabean namak paras,dish,veg,Pan-Indian,high tea,,838.46,2.65,4.65,89.83,1.41,12.13,0.64,12.18,72.05,98.46,0.0,plate,273.6,2294.25
ASC459,Peanut burfi (Moongfali ki burfi),dish,veg,Pan-Indian,high tea,Moongfali ki burfi,550.99,9.31,48.14,36.84,4.09,25.2,1.45,78.35,6.78,269.29,0.0,burfi,21.2,116.63
ASC460,Spinach peanut namak paras (Palak moongfali namak paras),dish,veg,Pan-Indian,high tea,Palak moongfali namak paras,740.16,1.65,6.62,78.51,0.81,13.35,0.67,17.66,73.15,104.16,0.0,plate,300.0,2220.48
ASC461,Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),dish,veg,Pan-Indian,"breakfast, high tea",Besan suji chilla/cheela; cheela; savory pancake,758.89,2.08,7.63,80.04,1.39,12.13,0.67,13.08,74.88,87.35,0.0,cheela,150.5,1142.14
ASC462,Rice moong dal cheela (Chawal aur moong dal ka cheela),dish,veg,Pan-Indian,"breakfast, lunch, dinner",Chawal aur moong dal ka cheela,798.26,2.74,11.13,82.44,1.18,4.99,0.51,16.1,142.82,124.58,0.0,cheela,145.8,1163.47
ASC463,Split bengal gram sweet rice (Channa dal sweet rice),dish,veg,North Indian,"lunch, dinner",Channa dal sweet rice,190.21,4.15,41.07,0.64,2.23,30.37,1.77,42.94,8.38,230.18,0.0,plate,220.0,418.47
ASC464,Sweet poori (Meethi poori),dish,veg,Pan-Indian,"lunch, dinner",Meethi poori,782.75,2.12,14.26,79.63,1.54,34.24,1.13,27.8,2.57,82.77,0.0,poori,152.5,1193.69
ASC465,Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),dish,veg,Pan-Indian,"high tea, lunch, dinner",Atta aur moong dal ki burfi,441.08,9.84,60.0,18.41,6.02,25.2,2.3,84.57,5.25,396.48,35.14,piece,26.2,115.78
ASC466,Spinach burfi (Palak burfi),dish,veg,Pan-Indian,high tea,Palak burfi,121.17,2.71,12.76,6.81,1.17,93.68,1.05,33.14,27.77,268.78,5.65,piece,87.1,105.57
ASC467,Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),dish,veg,North Indian,"lunch, dinner",Sweet channa dal roti/Puranpoli,366.59,9.51,62.66,7.93,8.16,53.3,4.36,112.97,12.05,462.11,15.56,roti,53.4,195.67
ASC468,Sprouted moong daliya ,dish,veg,Pan-Indian,"breakfast, lunch, dinner",,111.56,2.81,14.77,4.71,3.12,22.62,1.29,9.46,196.73,83.92,0.0,plate,300.0,334.68
ASC469,Sprouted moong poha ,dish,veg,West Indian,breakfast,,192.6,5.59,26.6,6.89,3.13,28.39,2.43,55.63,220.82,268.06,0.0,plate,191.3,368.51
ASC470,Pearl millet ladoo (Bajra ladoo),dish,veg,Pan-Indian,high tea,Bajra ladoo,319.66,9.61,50.98,8.06,6.0,118.74,4.72,125.58,12.26,479.32,0.0,ladoo,47.5,151.84
ASC471,Paushtik ladoo,dish,veg,Pan-Indian,high tea,,485.87,7.65,60.34,24.98,4.57,20.67,1.63,47.46,6.09,161.0,52.71,ladoo,35.0,170.06
ASC472,Paushtik roti,dish,veg,Pan-Indian,"lunch, dinner",,149.26,7.17,26.59,1.51,5.74,52.74,2.62,77.03,170.96,403.44,0.0,roti,42.9,64.1
ASC473,Semolina carrot vada (Suji gajar vada),dish,veg,South Indian,high tea,Suji gajar vada,699.53,1.56,6.52,74.07,1.07,26.47,0.36,6.35,73.17,73.02,1.18,vada,162.7,1138.48
ASC474,Dhokla,dish,veg,West Indian,high tea,,216.49,13.45,30.68,5.28,4.95,123.21,1.39,40.51,376.02,287.15,5.16,piece,40.0,86.5
ASC475,Channa murmura premix,condiment,veg,North Indian,"breakfast, lunch, high tea, dinner",,339.09,10.59,72.59,3.28,8.21,21.36,4.58,45.21,206.28,344.3,0.0,1 katori,150.0,508.63
ASC476,Cracked wheat and green gram dal premix (Dalia moong dal premix),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Dalia moong dal premix,362.16,15.89,64.75,5.11,11.66,49.03,4.28,50.7,3.25,321.5,0.0,1 katori,150.0,543.24
ASC477,Rice flakes and roasted channa ,dish,veg,North Indian,"lunch, dinner",,333.4,10.57,71.94,2.94,8.84,17.23,4.51,54.54,205.51,349.9,0.0,1 katori,150.0,500.1
ASC479,Spinach soup in milk ,dish,veg,Pan-Indian,"breakfast, lunch, dinner",,56.72,2.89,3.98,3.2,0.79,106.1,1.08,34.51,31.16,285.0,0.0,1 katori,150.0,85.08
ASC480,Vegetable soup,dish,veg,Pan-Indian,"lunch, dinner",,55.21,2.22,7.6,1.55,3.01,18.1,0.63,20.85,170.68,274.69,3.34,1 katori,150.0,82.82
ASC481,Mashed banana with milk,dish,veg,Pan-Indian,breakfast,,95.43,2.51,14.62,2.99,0.71,78.64,0.23,15.15,16.99,191.13,0.0,1 katori,150.0,143.15
ASC484,Poha with curd (Poha aur dahi),dish,veg,West Indian,breakfast,Poha aur dahi,173.32,6.01,26.72,4.65,1.09,140.9,1.61,36.72,325.07,249.94,13.37,1 katori,150.0,259.98
ASC485,Potato with curd,dish,veg,Pan-Indian,"lunch, dinner",,73.18,3.19,12.01,1.33,1.02,85.41,0.38,22.26,190.9,435.22,4.38,1 katori,150.0,109.77
ASC486,Sweet wheat porridge (Sweet dalia),dish,veg,Pan-Indian,"breakfast, lunch, dinner",Sweet dalia,140.66,5.11,23.77,2.79,2.37,99.18,1.98,36.02,24.63,265.94,0.0,1 katori,150.0,210.99
ASC487,Vegetable khichdi/khichri,dish,veg,Pan-Indian,"lunch, dinner",khichri,143.17,5.61,19.57,4.53,2.45,100.54,1.09,41.88,193.55,384.87,11.92,1 katori,150.0,214.75
ASC489,Moong dal mixture,dish,veg,Pan-Indian,"lunch, dinner",,158.84,4.62,33.93,1.0,1.9,70.53,1.25,45.55,29.6,453.86,2.38,1 katori,150.0,238.26
ASC490,Cracked wheat khichri/khichdi (Dalia khichri/khichdi),dish,veg,Pan-Indian,"breakfast, lunch, dinner",Dalia khichri/khichdi; khichdi,167.45,7.56,22.35,5.52,3.74,123.04,2.17,35.47,224.95,340.86,14.62,1 katori,150.0,251.18
ASC492,Stewed apple,dish,veg,Pan-Indian,"lunch, dinner",,91.93,0.17,22.49,0.37,1.48,9.25,0.18,4.91,1.53,67.0,0.0,1 katori,150.0,137.9
ASC493,Lemon squash (Nimbu ka squash),drink,veg,Continental,"breakfast, lunch, high tea, dinner",Nimbu ka squash,184.56,0.15,48.88,0.06,0.0,9.85,0.18,2.79,15.01,30.02,0.0,1 glass,200.0,369.12
ASC494,Orange squash (Santre ka squash),drink,veg,Continental,"breakfast, lunch, high tea, dinner",Santre ka squash,193.26,0.22,50.88,0.04,0.4,10.62,0.34,4.35,14.85,52.78,0.0,1 glass,200.0,386.52
ASC495,Lichi squash,drink,veg,Continental,"breakfast, lunch, high tea, dinner",Litchi ka squash,198.33,0.3,51.96,0.08,0.41,6.39,0.34,5.43,14.56,51.86,0.0,1 glass,200.0,396.66
ASC496,Mango squash (Aam ka squash),drink,veg,Continental,"breakfast, lunch, high tea, dinner",Aam ka squash,194.66,0.17,50.96,0.17,0.58,9.47,0.25,5.05,14.81,46.63,0.0,1 glass,200.0,389.32
ASC497,Pineapple squash (Ananas ka squash),drink,veg,Continental,"breakfast, lunch, high tea, dinner",Ananas ka squash,195.02,0.16,51.34,0.05,1.06,7.96,0.18,4.85,14.84,46.32,0.0,1 glass,200.0,390.04
ASC498,Lemon and ginger squash (Nimbu aur adrak ka squash),drink,veg,Continental,"breakfast, lunch, high tea, dinner",Nimbu aur adrak ka squash,170.34,0.54,44.06,0.21,1.07,11.18,0.52,12.95,16.19,101.4,0.0,1 glass,200.0,340.68
ASC499,Apple jam (Seb ka murabba),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Seb ka murabba,188.79,0.14,48.56,0.32,1.29,10.84,0.21,4.84,2.71,60.0,0.0,1 tbsp,15.0,28.32
ASC500,Plum jam (Aloo bukhara jam),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Aloo bukhara jam,178.89,0.31,46.2,0.19,1.0,7.5,0.2,4.51,2.67,79.81,0.0,1 tbsp,15.0,26.83
ASC501,Pineapple jam ,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Ananas ka jam/Ananas jam,149.18,0.32,38.27,0.15,2.2,10.47,0.24,8.54,2.45,93.4,0.0,1 tbsp,15.0,22.38
ASC502,Guava jelly (Amrood ki jelly),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Amrood ki jelly,115.74,1.11,28.18,0.25,6.61,16.55,0.29,12.2,3.36,218.85,0.0,1 katori,150.0,173.61
ASC503,Orange marmalade (Santray ka murabba),condiment,veg,Continental,"breakfast, lunch, high tea, dinner",Santray ka murabba,104.17,0.66,25.94,0.13,1.97,17.59,0.63,9.87,2.31,148.92,0.0,1 katori,150.0,156.26
ASC504,Carrot murabba (Gajar ka murabba),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Gajar ka murabba,175.24,0.32,45.6,0.16,1.39,15.86,0.28,6.41,19.53,93.08,0.0,1 katori,150.0,262.86
ASC505,Gooseberry marmalade (Amla murabba),condiment,veg,Continental,"breakfast, lunch, high tea, dinner",Amla murabba,123.16,0.14,32.34,0.03,0.0,16.4,0.38,0.96,216.89,64.52,0.0,1 katori,150.0,184.74
ASC506,Ginger candy (Adrak ki candy),dish,veg,Pan-Indian,"lunch, dinner",Adrak ki candy,195.71,0.69,50.38,0.27,1.67,10.43,0.68,17.99,5.4,129.45,0.0,1 katori,150.0,293.56
ASC507,Mango pickle (Aam ka achaar),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Aam ka achaar,192.12,1.6,8.11,17.89,3.68,48.97,1.44,32.75,3429.94,206.92,0.0,1 tbsp,15.0,28.82
ASC509,Mixed vegetable pickle (Sabziyoon ka achaar),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Sabziyoon ka achaar/gobhi gajar shalgam ka achaar,211.2,1.9,7.48,19.68,2.76,42.81,2.12,33.01,2488.32,283.15,0.0,1 tbsp,15.0,31.68
ASC511,Sweet lemon pickle (Neembu ka meetha achaar),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Neembu ka meetha achaar,69.54,1.22,16.87,0.21,2.13,42.57,1.02,21.98,6415.9,148.65,0.0,1 tbsp,15.0,10.43
ASC512,Plum chutney (Aloo bukhara ki chutney),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Aloo bukhara ki chutney,177.11,0.47,44.95,0.29,1.37,12.38,0.34,7.31,216.81,101.56,0.0,1 tbsp,15.0,26.57
ASC513,Raw mango chutney (Kachhe aam/Kairi ki chutney),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Kachhe aam ki chutney/Kairi ki chutney,193.13,0.51,49.94,0.16,2.17,25.92,0.48,14.1,480.68,105.51,0.0,1 tbsp,15.0,28.97
ASC514,Tomato sauce,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Tamtar ki sauce/Tamatar ki chutney/Tamatar wali sauce/Tamatar chutney,34.33,0.81,7.23,0.27,1.79,13.0,0.31,13.26,174.79,168.41,0.0,1 tbsp,15.0,5.15
ASC515,Tomato puree,dish,veg,Pan-Indian,"lunch, dinner",Tamatar ki puree,20.62,0.75,3.68,0.25,1.56,8.91,0.22,12.19,244.99,165.74,0.0,1 katori,150.0,30.93
BFP001,Garam masala,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,254.21,9.89,26.2,10.97,35.56,609.77,14.51,318.39,58.33,1501.8,0.0,1 tsp,5.0,12.71
BFP002,Chat masala,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,222.58,8.19,23.87,9.91,18.62,519.5,13.27,247.9,11873.64,1051.15,0.0,1 tsp,5.0,11.13
BFP003,Kashmiri masala,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,389.02,8.26,23.16,31.03,12.12,303.49,14.72,183.44,3106.14,1020.75,0.0,1 tsp,5.0,19.45
BFP004,Rasam powder (Rasam masala),condiment,veg,South Indian,"breakfast, lunch, high tea, dinner",Rasam masala,267.96,12.04,25.19,11.8,35.71,562.15,14.72,288.95,38.78,1524.9,0.0,1 tsp,5.0,13.4
BFP005,Sambar powder (Sambar masala),condiment,veg,South Indian,"breakfast, lunch, high tea, dinner",Sambar masala,297.46,12.5,23.38,15.58,34.56,439.95,12.63,247.04,27.66,1350.05,0.0,1 tsp,5.0,14.87
BFP007,Kashmiri tea (Kehwa),drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Kehwa,24.9,0.17,5.23,0.51,0.16,3.19,0.07,3.47,0.29,8.81,0.0,tea cup,200.0,49.8
BFP008,Steeped hot coffee,drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,15.91,0.39,3.01,0.33,0.0,10.4,0.06,3.93,2.82,46.09,0.0,tea cup,200.0,31.82
BFP011,Hot chocolate,dish,veg,Pan-Indian,"lunch, dinner",,90.01,3.43,9.02,4.61,0.0,113.63,0.33,14.99,36.04,135.43,0.02,tea cup,190.5,171.46
BFP013,Cold coffee (with cream),drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",with cream,82.76,1.93,11.98,3.29,0.0,64.43,0.14,8.58,15.35,107.04,3.29,tall glass,250.5,207.32
BFP015,Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Kele ka milkshake ice cream ke saath,76.45,2.01,11.15,2.77,0.27,68.3,0.14,8.6,16.63,110.88,1.3,tall glass,300.0,229.35
BFP019,Flavoured milkshake,drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,66.78,2.06,8.65,2.83,0.0,75.05,0.11,5.33,16.34,72.89,0.0,tall glass,285.0,190.31
BFP024,Jal jeera,dish,veg,Pan-Indian,"lunch, dinner",,30.24,0.44,6.7,0.26,0.95,24.72,0.84,12.89,215.62,76.31,0.0,juice glass,140.0,42.34
BFP026,Gingo,dish,veg,Pan-Indian,"lunch, dinner",,48.02,0.14,12.42,0.06,0.17,6.33,0.21,3.35,21.5,20.82,0.0,tall glass,291.0,139.73
BFP027,Mintade,dish,veg,Pan-Indian,"lunch, dinner",,40.32,0.03,10.59,0.02,0.03,2.1,0.05,0.85,26.69,6.0,0.0,glass,250.0,100.8
BFP029,Canjee,dish,veg,Pan-Indian,"lunch, dinner",,6.61,0.24,0.44,0.42,0.36,5.82,0.17,3.57,43.03,21.2,0.0,glass,170.3,11.26
BFP030,Cauliflower canjee (Phoolgobhi ki canjee),dish,veg,Pan-Indian,"lunch, dinner",Phoolgobhi ki canjee,6.9,0.39,0.35,0.42,0.49,6.26,0.22,4.78,41.45,38.17,0.0,glass,178.6,12.32
BFP031,Potato canjee (Aloo canjee),dish,veg,Pan-Indian,"lunch, dinner",Aloo canjee,16.26,0.44,2.69,0.39,0.43,5.21,0.22,6.51,35.99,99.19,0.0,glass,195.3,31.76
BFP036,Vermicelli porridge (Semiya/Seviyan porridge),dish,veg,Pan-Indian,"breakfast, high tea",Semiya/Seviyan porridge,78.4,2.5,10.56,2.98,0.48,72.96,0.2,7.15,65.33,78.84,0.62,bowl,250.0,196.0
BFP039,Semolina upma (Suji/Rava upma),dish,veg,South Indian,breakfast,Suji/Rava upma,147.89,3.3,16.31,7.49,3.24,21.57,1.1,21.34,101.59,158.35,0.0,bowl,106.3,157.14
BFP040,Vermicelli upma (Semiya/Seviyan upma),dish,veg,South Indian,"breakfast, high tea",Semiya/Seviyan upma,149.11,3.11,16.88,7.45,3.21,20.3,0.93,21.56,101.8,138.21,0.0,bowl,106.3,158.43
BFP041,Rice upma,dish,veg,South Indian,"breakfast, lunch, dinner",,151.27,2.63,17.96,7.46,2.12,17.57,0.67,19.24,101.75,131.62,0.0,bowl,106.3,160.73
BFP042,Bread upma,dish,veg,South Indian,breakfast,,129.51,2.8,12.6,7.75,1.96,45.22,0.82,18.35,176.44,130.12,0.0,bowl,106.3,137.61
BFP043,Vegetable upma,dish,veg,South Indian,breakfast,,146.47,4.73,16.46,6.63,4.19,26.68,1.35,33.55,347.02,208.3,0.0,plate,235.7,345.17
BFP044,Poha,dish,veg,West Indian,breakfast,,294.53,6.09,35.05,14.14,3.72,37.67,3.01,66.85,377.1,333.98,0.0,bowl,54.6,160.78
BFP045,Vegetable poha,dish,veg,West Indian,breakfast,,180.52,4.89,21.52,8.07,3.76,28.01,1.92,48.59,418.02,223.09,0.0,bowl,97.8,176.6
BFP046,Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),dish,veg,Pan-Indian,"breakfast, lunch, dinner",Moong dal ka cheela/chilla; chilla,154.89,6.97,19.42,5.11,4.25,39.34,2.22,61.1,267.23,574.12,0.0,cheela,227.3,352.1
BFP047,Paneer stuffed cheela/chilla,dish,veg,North Indian,"breakfast, lunch, dinner",chilla,205.19,11.44,19.16,8.89,4.03,151.3,2.41,64.32,289.1,464.03,0.0,cheela,212.3,435.68
BFP052,Indian style egg bhujia (Anda bhujia (Indian style)),dish,egg,Pan-Indian,"lunch, dinner",Anda bhujia (Indian style,102.83,6.1,3.76,7.02,1.53,31.9,1.14,17.09,218.05,178.56,145.28,small bowl,126.0,129.53
BFP054,French omelette/omlet,dish,egg,Pan-Indian,breakfast,omlet,211.04,10.03,0.41,18.86,0.38,46.35,1.58,13.26,381.85,133.09,300.44,egg,68.0,143.51
BFP055,Puffy omelette/omlet,dish,egg,Pan-Indian,"breakfast, high tea",omlet,188.15,8.82,0.08,16.84,0.0,34.96,1.2,8.66,340.53,231.64,268.82,egg,76.0,142.99
BFP056,Orange omelette/omlet,dish,egg,Pan-Indian,breakfast,omlet,194.66,8.93,1.68,16.84,0.0,37.33,1.26,11.03,340.92,267.16,268.82,egg,76.0,147.94
BFP057,Cheese and mushroom omelette/omlet,dish,egg,Pan-Indian,breakfast,omlet,205.63,9.69,1.68,17.82,0.93,148.77,1.01,16.69,400.29,181.05,184.53,egg,128.0,263.2
BFP058,Spanish omelette/omlet,dish,egg,Pan-Indian,breakfast,omlet,157.45,8.25,5.1,11.44,2.54,31.72,1.28,22.27,233.87,185.74,145.23,egg,152.0,239.32
BFP059,Mixed stock,dish,veg,Pan-Indian,"lunch, dinner",,25.19,2.06,0.33,1.71,0.15,2.06,0.07,3.07,9.51,39.43,10.55,cup,200.0,50.38
BFP060,Meat stock,dish,non-veg,Pan-Indian,"lunch, dinner",,24.48,2.1,0.0,1.78,0.0,0.86,0.05,2.41,8.62,31.03,11.03,cup,200.0,48.96
BFP062,White stock,dish,veg,Pan-Indian,"lunch, dinner",,6.99,0.07,0.4,0.56,0.17,1.58,0.03,0.92,1.56,11.78,1.39,cup,200.0,13.98
BFP065,Meat consomme (with mutton),dish,non-veg,Pan-Indian,"lunch, dinner",with mutton,29.76,14.86,0.51,13.68,0.71,115.88,4.22,38.67,12665.52,366.48,0.0,bowl,250.0,74.4
BFP066,Consomme au julienne,dish,veg,Pan-Indian,"lunch, dinner",,27.76,12.49,1.49,10.66,1.38,85.89,3.34,36.5,10208.47,350.86,6.4,bowl,250.0,69.4
BFP067,Consomme au vermicelli,dish,veg,Pan-Indian,"lunch, dinner",,29.94,15.23,1.3,12.98,0.81,97.34,3.98,41.25,12524.61,367.55,7.85,bowl,250.0,74.85
BFP072,Green pea soup (Matar ka soup),dish,veg,Pan-Indian,"lunch, dinner",Matar ka soup,39.81,11.06,3.63,12.9,2.49,46.63,2.18,38.39,10958.11,329.91,4.16,bowl,250.0,99.53
BFP073,Spinach soup (Palak ka soup),dish,veg,Pan-Indian,"lunch, dinner",Palak ka soup,32.59,10.54,3.03,14.26,1.98,56.23,2.68,50.72,12088.21,415.55,4.24,bowl,250.0,81.48
BFP074,Mixed vegetable soup,dish,veg,Pan-Indian,"lunch, dinner",,35.71,8.22,2.95,11.66,1.64,50.69,1.74,30.09,9202.27,295.84,3.87,bowl,250.0,89.28
BFP075,Cheese soup,dish,veg,Pan-Indian,"lunch, dinner",,41.13,12.39,1.87,17.07,1.8,83.65,2.4,39.83,13695.35,350.94,9.56,bowl,250.0,102.83
BFP076,Mulligatawny soup,dish,veg,Pan-Indian,"lunch, dinner",,54.42,11.26,8.24,13.28,2.6,43.89,2.65,39.75,11602.5,363.74,3.05,bowl,250.0,136.05
BFP079,Cream of carrot soup,dish,veg,Pan-Indian,"lunch, dinner",,59.77,8.27,5.69,12.35,1.98,57.24,1.73,29.98,8694.79,289.87,6.67,bowl,250.0,149.43
BFP080,Cream of broccoli soup,dish,veg,Pan-Indian,"lunch, dinner",,56.14,8.97,3.72,12.75,1.89,66.55,1.82,30.93,8792.43,313.4,7.67,bowl,250.0,140.35
BFP082,Cream of potato soup,dish,veg,Pan-Indian,"lunch, dinner",,60.2,8.1,6.14,12.05,1.51,51.97,1.7,31.03,8503.99,348.61,6.53,bowl,250.0,150.5
